ticket_id,period,region,priority,channel,topic,status,response_hours,comment
T0311,Earlier,East,High,Web,Delivery,Pending,5.98,Please help with delivery address waiting still.
T0312,Recent,East,High,Web,Delivery,Resolved,5.35,Please help with late address fixed helpful.
T0313,Recent,West,High,Web,Billing,Pending,8.31,Please help with refund invoice response waiting.
T0314,Recent,East,Critical,Chat,Delivery,Resolved,3.58,Please help with tracking delivery thanks quick.
T0315,Earlier,East,High,Email,Account,Escalated,4.09,Please help with access password repeated urgent.
T0316,Recent,East,Low,Email,Billing,Resolved,9.23,Please help with invoice payment thanks quick.
T0317,Earlier,West,Medium,Chat,Billing,Resolved,13.53,Please help with payment invoice thanks quick.
T0318,Earlier,West,Medium,Email,Delivery,Escalated,9.03,Please help with address late urgent frustrated.
T0319,Recent,North,Low,Chat,Billing,Resolved,7.77,Please help with payment invoice thanks quick.
T0320,Earlier,West,Low,Email,Technical,Resolved,11.46,Please help with update connection helpful thanks.
T0321,Recent,East,Medium,Email,Account,Resolved,4.7,Please help with account password fixed quick.
T0322,Recent,East,High,Chat,Delivery,Resolved,4.54,Please help with delivery address thanks helpful.
T0323,Recent,East,High,Email,Returns,Escalated,5.76,Please help with refund label frustrated repeated.
T0324,Earlier,West,High,Chat,Billing,Resolved,5.66,Please help with invoice charge helpful quick.
T0325,Recent,West,Critical,Phone,Delivery,Resolved,5.61,Please help with late tracking thanks fixed.
T0326,Recent,West,High,Web,Technical,Resolved,7.66,Please help with error update thanks quick.
T0327,Earlier,East,Medium,Chat,Billing,Pending,8.41,Please help with charge invoice response update.
T0328,Earlier,Central,Medium,Email,Technical,Escalated,10.26,Please help with device update frustrated unresolved.
T0329,Earlier,Central,High,Chat,Billing,Resolved,8.97,Please help with payment invoice helpful fixed.
T0330,Recent,West,Medium,Phone,Delivery,Resolved,7.75,Please help with tracking delivery quick helpful.
T0331,Earlier,West,Medium,Web,Account,Escalated,5.0,Please help with account password urgent frustrated.
T0332,Recent,West,High,Chat,Returns,Resolved,7.42,Please help with return label thanks quick.
T0333,Earlier,East,High,Chat,Delivery,Pending,4.62,Please help with address tracking still waiting.
T0334,Recent,East,Critical,Chat,Billing,Resolved,4.2,Please help with invoice refund helpful thanks.
T0335,Recent,Central,High,Email,Delivery,Resolved,5.18,Please help with delivery tracking thanks fixed.
T0336,Earlier,East,Critical,Web,Technical,Resolved,7.17,Please help with update connection thanks quick.
T0337,Recent,East,Low,Chat,Billing,Resolved,9.36,Please help with invoice refund helpful thanks.
T0338,Recent,Central,High,Chat,Product,Resolved,6.23,Please help with replacement quality helpful thanks.
T0339,Earlier,East,Medium,Email,Returns,Resolved,5.84,Please help with replacement label thanks fixed.
T0340,Recent,East,Medium,Email,Returns,Resolved,7.71,Please help with refund label quick fixed.
T0341,Recent,Central,Medium,Social,Delivery,Pending,5.99,Please help with delivery tracking still update.
T0342,Earlier,Central,Medium,Phone,Account,Resolved,5.41,Please help with account access helpful fixed.
T0343,Recent,North,High,Chat,Account,Resolved,3.17,Please help with access account quick fixed.
T0344,Earlier,West,Medium,Email,Technical,Pending,8.8,Please help with error connection update waiting.
T0345,Recent,East,Low,Chat,Product,Resolved,7.66,Please help with feature product quick thanks.
T0346,Earlier,East,Medium,Email,Product,Pending,6.41,Please help with product feature waiting response.
T0347,Recent,East,High,Web,Product,Resolved,4.46,Please help with feature product fixed thanks.
T0348,Earlier,Central,Low,Chat,Product,Resolved,7.09,Please help with replacement quality quick fixed.
T0349,Recent,North,Medium,Chat,Billing,Pending,8.9,Please help with payment invoice response still.
T0350,Earlier,East,High,Chat,Product,Resolved,3.74,Please help with replacement product thanks fixed.
T0351,Earlier,West,High,Web,Account,Resolved,4.7,Please help with login account quick helpful.
T0352,Earlier,East,Low,Email,Technical,Resolved,10.2,Please help with connection update fixed helpful.
T0353,Recent,East,Low,Web,Product,Resolved,10.79,Please help with quality replacement quick thanks.
T0354,Earlier,North,Medium,Email,Billing,Pending,8.85,Please help with payment refund response waiting.
T0355,Recent,Central,High,Chat,Product,Pending,3.78,Please help with feature quality response waiting.
T0356,Earlier,North,High,Chat,Returns,Resolved,4.88,Please help with return label fixed helpful.
T0357,Earlier,East,Critical,Web,Technical,Pending,6.16,Please help with update connection response waiting.
T0358,Recent,West,Medium,Chat,Returns,Resolved,5.76,Please help with label replacement thanks helpful.
T0359,Earlier,Central,Medium,Phone,Account,Resolved,6.04,Please help with login access helpful fixed.
T0360,Earlier,East,High,Email,Account,Resolved,4.53,Please help with access password quick helpful.
T0361,Earlier,North,Medium,Web,Delivery,Pending,5.48,Please help with delivery tracking still update.
T0362,Earlier,West,Medium,Email,Account,Resolved,4.5,Please help with password account helpful thanks.
T0363,Earlier,Central,High,Phone,Account,Escalated,3.71,Please help with account access repeated unresolved.
T0364,Recent,West,High,Phone,Billing,Pending,5.28,Please help with charge payment still response.
T0365,Recent,West,Medium,Web,Technical,Resolved,7.72,Please help with device connection helpful fixed.
T0366,Recent,East,Medium,Phone,Billing,Resolved,6.93,Please help with charge refund helpful quick.
T0367,Earlier,North,Low,Email,Technical,Pending,10.23,Please help with error device response waiting.
T0368,Earlier,West,Medium,Email,Technical,Resolved,7.97,Please help with update connection thanks quick.
T0369,Recent,North,High,Email,Delivery,Resolved,4.89,Please help with tracking delivery helpful quick.
T0370,Recent,Central,Medium,Phone,Product,Resolved,8.68,Please help with product quality helpful fixed.
T0371,Earlier,North,High,Phone,Delivery,Resolved,5.75,Please help with delivery late helpful fixed.
T0372,Recent,North,Medium,Web,Technical,Resolved,9.51,Please help with device update helpful quick.
T0373,Recent,East,Low,Chat,Technical,Resolved,8.99,Please help with connection error fixed helpful.
T0374,Earlier,East,Low,Email,Returns,Escalated,9.52,Please help with label refund repeated frustrated.
T0375,Earlier,West,Critical,Web,Returns,Resolved,8.93,Please help with return replacement fixed helpful.
T0376,Recent,West,High,Chat,Technical,Resolved,7.25,Please help with device connection helpful thanks.
T0377,Recent,North,Medium,Chat,Account,Resolved,4.47,Please help with account password thanks quick.
T0378,Recent,East,Medium,Phone,Technical,Resolved,11.57,Please help with connection device quick fixed.
T0379,Earlier,North,High,Chat,Technical,Resolved,7.48,Please help with error update helpful quick.
T0380,Recent,East,Medium,Phone,Billing,Resolved,10.02,Please help with refund charge thanks quick.
T0381,Recent,East,Critical,Email,Delivery,Escalated,3.45,Please help with delivery address repeated unresolved.
T0382,Recent,Central,Medium,Web,Product,Pending,5.03,Please help with replacement feature waiting still.
T0383,Recent,West,High,Email,Account,Resolved,4.01,Please help with account login fixed helpful.
T0384,Earlier,Central,High,Email,Product,Resolved,4.79,Please help with feature replacement helpful quick.
T0385,Recent,East,Critical,Email,Returns,Resolved,5.13,Please help with replacement return quick fixed.
T0386,Earlier,Central,Medium,Email,Product,Resolved,5.61,Please help with replacement quality fixed helpful.
T0387,Recent,East,High,Chat,Returns,Resolved,8.35,Please help with refund return thanks helpful.
T0388,Earlier,North,Medium,Web,Billing,Escalated,6.66,Please help with payment invoice unresolved repeated.
T0389,Earlier,North,High,Chat,Delivery,Pending,7.91,Please help with delivery late waiting response.
T0390,Earlier,East,High,Chat,Technical,Resolved,11.13,Please help with device error thanks fixed.
T0391,Earlier,Central,Medium,Email,Billing,Resolved,6.61,Please help with invoice charge fixed thanks.
T0392,Recent,North,Medium,Email,Delivery,Resolved,7.23,Please help with delivery tracking thanks helpful.
T0393,Recent,West,Medium,Email,Technical,Resolved,7.76,Please help with connection update fixed thanks.
T0394,Recent,North,High,Email,Technical,Resolved,7.58,Please help with error device helpful quick.
T0395,Earlier,East,High,Phone,Product,Resolved,3.48,Please help with replacement feature quick thanks.
T0396,Earlier,East,Medium,Chat,Delivery,Pending,5.77,Please help with tracking late update still.
T0397,Recent,Central,Medium,Chat,Product,Resolved,6.06,Please help with quality feature helpful thanks.
T0398,Recent,West,Critical,Web,Account,Resolved,3.57,Please help with account login quick helpful.
T0399,Recent,North,Medium,Web,Technical,Resolved,10.41,Please help with device error thanks helpful.
T0400,Recent,West,Medium,Email,Billing,Resolved,6.63,Please help with payment refund thanks fixed.
T0401,Earlier,Central,Low,Phone,Returns,Resolved,7.36,Please help with return replacement quick helpful.
T0402,Recent,Central,Medium,Chat,Technical,Resolved,10.69,Please help with error connection fixed quick.
T0403,Earlier,East,High,Email,Billing,Resolved,8.13,Please help with charge invoice thanks quick.
T0404,Earlier,Central,Medium,Web,Delivery,Resolved,9.03,Please help with late address quick thanks.
T0405,Recent,West,High,Chat,Technical,Resolved,7.66,Please help with update connection fixed thanks.
T0406,Recent,East,Medium,Web,Product,Resolved,6.73,Please help with replacement product helpful fixed.
T0407,Recent,West,Critical,Email,Delivery,Resolved,3.23,Please help with late address fixed helpful.
T0408,Recent,North,Critical,Email,Billing,Pending,6.29,Please help with refund payment waiting response.
T0409,Recent,North,High,Social,Delivery,Resolved,6.59,Please help with delivery tracking helpful fixed.
T0410,Recent,East,High,Phone,Billing,Resolved,7.11,Please help with refund payment fixed thanks.
T0411,Recent,North,Medium,Email,Billing,Pending,7.52,Please help with refund payment update waiting.
T0412,Recent,Central,High,Web,Billing,Resolved,5.13,Please help with refund charge thanks helpful.
T0413,Earlier,West,Critical,Phone,Account,Pending,2.02,Please help with account login still response.
T0414,Recent,East,Medium,Email,Billing,Resolved,7.4,Please help with refund charge quick helpful.
T0415,Earlier,East,Critical,Chat,Returns,Resolved,3.88,Please help with refund label fixed quick.
T0416,Earlier,West,Medium,Social,Returns,Resolved,7.15,Please help with replacement return quick helpful.
T0417,Recent,West,Medium,Chat,Delivery,Pending,6.28,Please help with tracking address still waiting.
T0418,Recent,North,Medium,Chat,Billing,Resolved,7.37,Please help with invoice refund helpful quick.
T0419,Recent,East,Medium,Email,Delivery,Resolved,6.23,Please help with delivery late helpful quick.
T0420,Earlier,North,Low,Chat,Product,Resolved,6.98,Please help with feature replacement thanks fixed.
T0421,Earlier,North,Medium,Phone,Technical,Resolved,8.82,Please help with error device fixed quick.
T0422,Recent,Central,High,Web,Billing,Resolved,4.85,Please help with refund charge fixed helpful.
T0423,Recent,West,High,Email,Technical,Pending,7.82,Please help with update connection response update.
T0424,Recent,North,Medium,Chat,Technical,Resolved,9.07,Please help with connection update fixed quick.
T0425,Recent,East,Critical,Phone,Delivery,Escalated,5.39,Please help with address late repeated unresolved.
T0426,Earlier,East,Medium,Phone,Account,Resolved,4.38,Please help with login access thanks fixed.
T0427,Earlier,East,Medium,Phone,Returns,Pending,7.12,Please help with replacement return update still.
T0428,Earlier,East,Low,Phone,Delivery,Resolved,9.37,Please help with tracking late thanks fixed.
T0429,Recent,West,High,Email,Delivery,Pending,4.85,Please help with address delivery waiting still.
T0430,Earlier,Central,High,Web,Technical,Pending,8.23,Please help with connection update response waiting.
T0431,Recent,North,High,Web,Technical,Resolved,7.47,Please help with device update helpful quick.
T0432,Recent,Central,Medium,Chat,Delivery,Resolved,6.55,Please help with delivery tracking fixed helpful.
T0433,Recent,North,Medium,Web,Billing,Resolved,6.06,Please help with payment charge quick fixed.
T0434,Recent,West,Medium,Phone,Technical,Resolved,10.78,Please help with connection update fixed thanks.
T0435,Recent,West,Medium,Social,Delivery,Resolved,6.69,Please help with address tracking fixed quick.
T0436,Recent,East,Critical,Phone,Billing,Resolved,4.54,Please help with charge refund fixed quick.
T0437,Earlier,North,Medium,Web,Account,Resolved,5.88,Please help with password login thanks quick.
T0438,Recent,West,Critical,Phone,Technical,Resolved,6.14,Please help with error device thanks helpful.
T0439,Earlier,Central,High,Chat,Technical,Pending,7.12,Please help with device update waiting still.
T0440,Earlier,Central,Medium,Email,Returns,Resolved,8.29,Please help with label refund thanks helpful.
T0441,Recent,East,Medium,Email,Returns,Escalated,8.83,Please help with label return frustrated repeated.
T0442,Earlier,West,Low,Web,Technical,Escalated,10.62,Please help with update device urgent repeated.
T0443,Recent,North,Low,Social,Billing,Resolved,8.81,Please help with payment invoice helpful quick.
T0444,Recent,Central,Medium,Web,Technical,Resolved,9.73,Please help with error update thanks helpful.
T0445,Recent,Central,Medium,Web,Account,Resolved,6.35,Please help with password access quick helpful.
T0446,Recent,Central,Low,Chat,Billing,Resolved,7.79,Please help with charge payment fixed thanks.
T0447,Recent,North,Low,Chat,Technical,Resolved,9.41,Please help with error device quick helpful.
T0448,Earlier,East,Medium,Chat,Technical,Resolved,9.83,Please help with update device fixed helpful.
T0449,Recent,Central,Low,Phone,Technical,Resolved,11.97,Please help with device connection quick helpful.
T0450,Recent,Central,Medium,Social,Account,Resolved,6.86,Please help with password account thanks helpful.
T0451,Earlier,East,Medium,Web,Returns,Resolved,6.48,Please help with return label quick thanks.
T0452,Recent,West,High,Chat,Product,Resolved,4.61,Please help with feature quality fixed quick.
T0453,Earlier,East,Medium,Chat,Delivery,Resolved,6.01,Please help with delivery tracking quick helpful.
T0454,Recent,North,Medium,Web,Billing,Resolved,7.05,Please help with invoice payment quick thanks.
T0455,Recent,North,Medium,Web,Billing,Pending,10.07,Please help with invoice refund update still.
T0456,Earlier,North,Medium,Phone,Product,Pending,7.73,Please help with product quality update response.
T0457,Recent,East,High,Email,Billing,Resolved,5.53,Please help with refund payment quick helpful.
T0458,Recent,West,High,Web,Technical,Resolved,9.24,Please help with device update fixed thanks.
T0459,Earlier,East,Medium,Web,Billing,Resolved,7.4,Please help with payment charge fixed thanks.
T0460,Recent,West,Low,Phone,Technical,Resolved,11.67,Please help with update error fixed quick.
T0461,Earlier,North,Critical,Chat,Technical,Resolved,6.64,Please help with update error fixed thanks.
T0462,Recent,West,High,Phone,Returns,Resolved,10.93,Please help with label return quick fixed.
T0463,Recent,Central,Low,Phone,Product,Resolved,5.5,Please help with product feature thanks helpful.
T0464,Earlier,Central,Medium,Social,Returns,Escalated,6.97,Please help with return replacement frustrated unresolved.
T0465,Earlier,East,Low,Web,Account,Escalated,6.04,Please help with password login unresolved urgent.
T0466,Recent,West,Low,Web,Delivery,Resolved,6.42,Please help with delivery address fixed thanks.
T0467,Earlier,North,High,Phone,Technical,Escalated,11.16,Please help with update device unresolved urgent.
T0468,Recent,North,Critical,Social,Returns,Pending,4.4,Please help with label return response update.
T0469,Recent,West,Critical,Phone,Account,Resolved,2.74,Please help with account password helpful fixed.
T0470,Earlier,East,Low,Web,Delivery,Resolved,7.96,Please help with late address thanks helpful.
T0471,Recent,Central,Low,Phone,Technical,Resolved,9.54,Please help with connection error quick fixed.
T0472,Recent,Central,Medium,Social,Technical,Resolved,8.21,Please help with device update thanks quick.
T0473,Recent,North,Critical,Web,Product,Resolved,2.28,Please help with product feature helpful thanks.
T0474,Recent,Central,High,Web,Delivery,Resolved,7.69,Please help with late delivery helpful thanks.
T0475,Earlier,North,Critical,Phone,Billing,Resolved,4.71,Please help with refund invoice helpful quick.
T0476,Recent,Central,Low,Chat,Account,Resolved,7.45,Please help with access password helpful fixed.
T0477,Earlier,West,Low,Email,Returns,Pending,9.02,Please help with refund replacement update still.
T0478,Recent,North,High,Chat,Billing,Resolved,6.07,Please help with invoice charge thanks quick.
T0479,Earlier,Central,Low,Email,Billing,Resolved,7.52,Please help with charge refund helpful quick.
T0480,Earlier,North,Medium,Chat,Billing,Resolved,8.05,Please help with charge invoice helpful thanks.
T0481,Earlier,North,Low,Chat,Billing,Escalated,7.99,Please help with refund payment repeated urgent.
T0482,Earlier,Central,Medium,Web,Billing,Resolved,9.75,Please help with payment invoice quick thanks.
T0483,Earlier,North,High,Social,Delivery,Resolved,4.93,Please help with address late helpful thanks.
T0484,Recent,West,High,Email,Delivery,Resolved,5.47,Please help with delivery address quick thanks.
T0485,Recent,West,Medium,Chat,Billing,Resolved,15.27,Please help with refund invoice fixed thanks.
T0486,Earlier,North,Medium,Chat,Returns,Resolved,5.49,Please help with return replacement quick thanks.
T0487,Earlier,West,Low,Email,Technical,Resolved,10.5,Please help with device update fixed thanks.
T0488,Recent,West,High,Phone,Delivery,Pending,5.91,Please help with late address waiting update.
T0489,Recent,North,Low,Email,Billing,Resolved,9.64,Please help with payment refund helpful thanks.
T0490,Earlier,Central,Medium,Chat,Technical,Resolved,9.57,Please help with device update helpful fixed.
T0491,Recent,West,Medium,Chat,Returns,Pending,7.25,Please help with return label still response.
T0492,Earlier,East,Medium,Chat,Returns,Pending,6.15,Please help with replacement refund update still.
T0493,Earlier,East,Medium,Phone,Delivery,Resolved,6.06,Please help with late delivery helpful fixed.
T0494,Recent,Central,Medium,Web,Delivery,Resolved,7.79,Please help with address delivery thanks quick.
T0495,Earlier,North,Medium,Phone,Account,Resolved,7.67,Please help with login password helpful quick.
T0496,Earlier,Central,High,Email,Billing,Pending,7.03,Please help with charge invoice response still.
T0497,Recent,East,Medium,Email,Returns,Resolved,7.5,Please help with label return fixed quick.
T0498,Earlier,East,Low,Social,Technical,Resolved,16.28,Please help with error device helpful thanks.
T0499,Recent,Central,Low,Web,Technical,Pending,9.53,Please help with connection update still update.
T0500,Earlier,East,Medium,Phone,Product,Resolved,6.01,Please help with feature product thanks fixed.
T0501,Recent,North,Low,Social,Product,Resolved,10.54,Please help with quality product quick fixed.
T0502,Earlier,North,Medium,Phone,Billing,Resolved,8.42,Please help with refund invoice quick helpful.
T0503,Recent,East,Medium,Email,Billing,Resolved,7.21,Please help with charge invoice helpful quick.
T0504,Earlier,North,Medium,Chat,Delivery,Resolved,8.97,Please help with address late thanks helpful.
T0505,Recent,North,Medium,Web,Billing,Resolved,6.48,Please help with charge invoice thanks helpful.
T0506,Earlier,West,High,Chat,Returns,Resolved,4.85,Please help with return refund thanks helpful.
T0507,Earlier,North,Low,Email,Delivery,Resolved,11.48,Please help with delivery tracking fixed quick.
T0508,Earlier,Central,Low,Social,Returns,Resolved,8.11,Please help with refund replacement fixed thanks.
T0509,Earlier,Central,Low,Chat,Billing,Resolved,8.38,Please help with charge refund fixed thanks.
T0510,Earlier,West,Low,Social,Billing,Resolved,9.98,Please help with charge payment thanks helpful.
T0511,Earlier,East,Medium,Web,Billing,Escalated,7.45,Please help with invoice refund urgent unresolved.
T0512,Earlier,Central,Medium,Email,Product,Resolved,5.8,Please help with replacement feature fixed quick.
T0513,Earlier,Central,Medium,Web,Technical,Resolved,9.55,Please help with connection device fixed quick.
T0514,Earlier,Central,Low,Chat,Billing,Pending,7.36,Please help with invoice payment update waiting.
T0515,Earlier,East,Medium,Phone,Technical,Resolved,8.2,Please help with update error fixed thanks.
T0516,Earlier,West,Low,Web,Account,Resolved,8.21,Please help with access login helpful thanks.
T0517,Recent,West,Medium,Phone,Technical,Resolved,8.58,Please help with update error fixed thanks.
T0518,Recent,Central,Medium,Web,Billing,Resolved,7.61,Please help with refund charge quick thanks.
T0519,Recent,West,Medium,Phone,Product,Resolved,4.74,Please help with quality feature helpful thanks.
T0520,Earlier,North,High,Chat,Billing,Resolved,5.58,Please help with charge invoice thanks helpful.
T0521,Earlier,Central,High,Chat,Billing,Resolved,6.68,Please help with refund invoice fixed helpful.
T0522,Recent,Central,Medium,Web,Returns,Pending,7.14,Please help with replacement return waiting response.
T0523,Recent,Central,Medium,Phone,Billing,Resolved,7.4,Please help with payment invoice fixed quick.
T0524,Earlier,North,Medium,Chat,Technical,Resolved,9.92,Please help with connection update fixed helpful.
T0525,Recent,East,Medium,Email,Billing,Resolved,6.92,Please help with payment invoice fixed thanks.
T0526,Recent,North,Critical,Phone,Delivery,Resolved,3.72,Please help with address late thanks helpful.
T0527,Recent,West,High,Phone,Delivery,Resolved,4.3,Please help with address late thanks helpful.
T0528,Earlier,East,Low,Web,Delivery,Escalated,7.17,Please help with late address frustrated repeated.
T0529,Earlier,Central,Critical,Chat,Account,Pending,4.28,Please help with access account still waiting.
T0530,Earlier,East,Medium,Email,Billing,Pending,10.15,Please help with refund payment still update.
T0531,Recent,West,Medium,Email,Technical,Resolved,9.42,Please help with device connection helpful quick.
T0532,Recent,Central,Low,Chat,Billing,Pending,8.88,Please help with invoice refund response still.
T0533,Recent,North,Medium,Email,Account,Escalated,6.48,Please help with access login unresolved repeated.
T0534,Recent,Central,High,Chat,Account,Resolved,3.12,Please help with login access quick helpful.
T0535,Earlier,Central,Low,Phone,Account,Resolved,8.77,Please help with password login quick helpful.
T0536,Earlier,Central,High,Chat,Technical,Resolved,9.03,Please help with device connection quick thanks.
T0537,Earlier,West,High,Phone,Billing,Escalated,5.68,Please help with payment invoice unresolved frustrated.
T0538,Earlier,Central,Medium,Email,Delivery,Resolved,7.77,Please help with address late fixed quick.
T0539,Earlier,North,Low,Email,Product,Pending,7.92,Please help with feature product update waiting.
T0540,Recent,Central,Medium,Web,Billing,Resolved,6.67,Please help with charge refund thanks helpful.
T0541,Earlier,West,Medium,Chat,Billing,Resolved,7.3,Please help with payment invoice helpful fixed.
T0542,Recent,Central,Low,Web,Technical,Pending,10.48,Please help with device update response still.
T0543,Recent,East,High,Web,Billing,Resolved,7.73,Please help with invoice payment quick helpful.
T0544,Recent,North,Low,Email,Delivery,Resolved,8.66,Please help with address tracking helpful thanks.
T0545,Recent,East,High,Email,Returns,Escalated,4.73,Please help with return refund frustrated unresolved.
T0546,Earlier,East,Low,Chat,Product,Resolved,6.55,Please help with quality replacement quick helpful.
T0547,Recent,Central,Critical,Chat,Delivery,Resolved,3.89,Please help with address tracking helpful thanks.
T0548,Recent,West,Critical,Email,Delivery,Resolved,3.72,Please help with delivery late thanks fixed.
T0549,Recent,West,Low,Chat,Delivery,Resolved,6.93,Please help with address tracking fixed quick.
T0550,Recent,Central,Critical,Social,Account,Resolved,3.21,Please help with password account thanks fixed.
T0551,Earlier,East,High,Social,Billing,Resolved,5.53,Please help with refund payment fixed thanks.
T0552,Recent,North,Critical,Social,Technical,Resolved,6.87,Please help with update error thanks quick.
T0553,Earlier,North,High,Social,Technical,Resolved,6.86,Please help with update error helpful fixed.
T0554,Recent,West,Medium,Web,Technical,Resolved,9.84,Please help with error device thanks helpful.
T0555,Earlier,North,Low,Email,Technical,Resolved,12.9,Please help with connection error thanks quick.
T0556,Earlier,Central,High,Web,Delivery,Resolved,5.69,Please help with tracking delivery thanks helpful.
T0557,Recent,West,Critical,Phone,Returns,Escalated,4.96,Please help with return replacement unresolved repeated.
T0558,Earlier,Central,Low,Social,Delivery,Resolved,9.5,Please help with tracking address fixed helpful.
T0559,Earlier,West,Critical,Web,Technical,Resolved,5.98,Please help with error update thanks helpful.
T0560,Earlier,North,Low,Chat,Returns,Resolved,6.93,Please help with replacement label fixed quick.
T0561,Recent,North,High,Social,Billing,Resolved,5.84,Please help with charge refund thanks quick.
T0562,Recent,North,Low,Chat,Billing,Resolved,7.49,Please help with charge invoice helpful quick.
T0563,Recent,West,High,Email,Technical,Resolved,6.8,Please help with device connection thanks fixed.
T0564,Earlier,North,High,Phone,Billing,Resolved,8.72,Please help with refund payment helpful quick.
T0565,Earlier,North,High,Phone,Product,Resolved,3.51,Please help with product replacement quick thanks.
T0566,Recent,Central,Low,Web,Product,Resolved,6.69,Please help with product quality helpful thanks.
T0567,Recent,North,Critical,Email,Technical,Escalated,7.36,Please help with error device unresolved frustrated.
T0568,Recent,North,High,Email,Technical,Resolved,9.14,Please help with error device fixed helpful.
T0569,Earlier,North,Low,Web,Delivery,Escalated,6.76,Please help with address delivery frustrated urgent.
T0570,Earlier,West,High,Social,Delivery,Resolved,5.16,Please help with late tracking quick fixed.
T0571,Earlier,East,Medium,Email,Returns,Pending,8.53,Please help with refund label response update.
T0572,Earlier,North,High,Web,Billing,Pending,5.91,Please help with invoice charge waiting still.
T0573,Recent,East,Low,Web,Product,Resolved,6.27,Please help with product feature thanks fixed.
T0574,Recent,West,High,Email,Delivery,Resolved,4.41,Please help with address delivery thanks helpful.
T0575,Recent,East,Low,Chat,Delivery,Resolved,8.14,Please help with late address quick fixed.
T0576,Earlier,East,Medium,Social,Billing,Resolved,10.36,Please help with invoice payment fixed helpful.
T0577,Earlier,North,High,Chat,Technical,Resolved,8.76,Please help with error update thanks fixed.
T0578,Earlier,North,Low,Phone,Technical,Resolved,10.04,Please help with device error fixed thanks.
T0579,Recent,North,Medium,Chat,Returns,Resolved,5.99,Please help with label return thanks fixed.
T0580,Earlier,West,Medium,Phone,Delivery,Resolved,5.92,Please help with delivery tracking thanks helpful.
T0581,Earlier,East,Medium,Chat,Technical,Resolved,8.02,Please help with update device quick fixed.
T0582,Earlier,West,Medium,Social,Billing,Escalated,6.79,Please help with payment charge frustrated unresolved.
T0583,Earlier,West,Low,Email,Billing,Escalated,10.22,Please help with charge refund repeated frustrated.
T0584,Earlier,East,High,Phone,Billing,Pending,7.33,Please help with refund charge update still.
T0585,Recent,East,High,Phone,Technical,Resolved,7.84,Please help with connection device quick thanks.
T0586,Earlier,Central,High,Web,Account,Resolved,3.52,Please help with access login thanks fixed.
T0587,Recent,Central,High,Email,Account,Pending,3.97,Please help with password account still waiting.
T0588,Recent,West,Medium,Web,Returns,Resolved,10.6,Please help with label replacement fixed thanks.
T0589,Recent,Central,Low,Social,Billing,Escalated,12.11,Please help with charge refund unresolved urgent.
T0590,Recent,East,High,Chat,Technical,Resolved,8.0,Please help with error device helpful quick.
T0591,Earlier,Central,High,Email,Billing,Resolved,5.92,Please help with invoice refund thanks helpful.
T0592,Recent,North,Low,Phone,Account,Resolved,6.09,Please help with login access helpful fixed.
T0593,Recent,West,High,Email,Product,Resolved,6.15,Please help with quality feature thanks fixed.
T0594,Recent,Central,Medium,Social,Account,Resolved,6.68,Please help with access password helpful fixed.
T0595,Recent,West,Medium,Phone,Billing,Resolved,10.11,Please help with charge payment thanks quick.
T0596,Recent,West,Low,Web,Billing,Resolved,8.9,Please help with refund invoice thanks fixed.
T0597,Recent,East,Medium,Web,Returns,Resolved,7.61,Please help with replacement return fixed quick.
T0598,Earlier,West,High,Web,Product,Pending,7.07,Please help with replacement quality waiting still.
T0599,Earlier,Central,Medium,Phone,Billing,Resolved,8.62,Please help with refund invoice thanks fixed.
T0600,Earlier,West,Medium,Chat,Billing,Resolved,9.3,Please help with payment refund quick fixed.
