date,region,requests,expected_lower,expected_upper,requests_7d,weekday
2026-02-07,Northern,593.0,535.0,651.0,622.1428571428571,Saturday
2026-02-08,Northern,620.0,564.0,676.0,626.2857142857143,Sunday
2026-02-09,Northern,638.0,583.0,697.0,627.8571428571429,Monday
2026-02-10,Northern,629.0,572.0,694.0,616.0,Tuesday
2026-02-11,Northern,681.0,620.0,742.0,620.5714285714286,Wednesday
2026-02-12,Northern,601.0,541.0,664.0,620.1428571428571,Thursday
2026-02-13,Northern,573.0,514.0,631.0,619.2857142857143,Friday
2026-02-14,Northern,579.0,521.0,641.0,617.2857142857143,Saturday
2026-02-15,Northern,654.0,589.0,717.0,622.1428571428571,Sunday
2026-02-16,Northern,670.0,606.0,732.0,626.7142857142857,Monday
2026-02-17,Northern,706.0,647.0,769.0,637.7142857142857,Tuesday
2026-02-18,Northern,672.0,616.0,733.0,636.4285714285714,Wednesday
2026-02-19,Northern,605.0,546.0,660.0,637.0,Thursday
2026-02-20,Northern,575.0,518.0,639.0,637.2857142857143,Friday
2026-02-21,Northern,592.0,536.0,657.0,639.1428571428571,Saturday
2026-02-22,Northern,655.0,597.0,715.0,639.2857142857143,Sunday
2026-02-23,Northern,663.0,604.0,726.0,638.2857142857143,Monday
2026-02-24,Northern,684.0,625.0,739.0,635.1428571428571,Tuesday
2026-02-25,Northern,625.0,564.0,688.0,628.4285714285714,Wednesday
2026-02-26,Northern,614.0,554.0,672.0,629.7142857142857,Thursday
2026-02-27,Northern,559.0,498.0,619.0,627.4285714285714,Friday
2026-02-28,Northern,638.0,577.0,701.0,634.0,Saturday
2026-03-01,Northern,656.0,597.0,718.0,634.1428571428571,Sunday
2026-03-02,Northern,684.0,627.0,747.0,637.1428571428571,Monday
2026-03-03,Northern,650.0,589.0,715.0,632.2857142857143,Tuesday
2026-03-04,Northern,669.0,609.0,726.0,638.5714285714286,Wednesday
2026-03-05,Northern,604.0,549.0,663.0,637.1428571428571,Thursday
2026-03-06,Northern,608.0,552.0,670.0,644.1428571428571,Friday
2026-03-07,Northern,639.0,580.0,699.0,644.2857142857143,Saturday
2026-03-08,Northern,614.0,553.0,675.0,638.2857142857143,Sunday
2026-03-09,Northern,674.0,615.0,738.0,636.8571428571429,Monday
2026-03-10,Northern,645.0,584.0,707.0,636.1428571428571,Tuesday
2026-03-11,Northern,599.0,536.0,663.0,626.1428571428571,Wednesday
2026-03-12,Northern,588.0,530.0,643.0,623.8571428571429,Thursday
2026-03-13,Northern,576.0,519.0,634.0,619.2857142857143,Friday
2026-03-14,Northern,589.0,527.0,654.0,612.1428571428571,Saturday
2026-03-15,Northern,626.0,564.0,684.0,613.8571428571429,Sunday
2026-03-16,Northern,687.0,627.0,751.0,615.7142857142857,Monday
2026-03-17,Northern,707.0,651.0,770.0,624.5714285714286,Tuesday
2026-03-18,Northern,659.0,599.0,721.0,633.1428571428571,Wednesday
2026-03-19,Northern,598.0,542.0,654.0,634.5714285714286,Thursday
2026-03-20,Northern,621.0,563.0,677.0,641.0,Friday
2026-03-21,Northern,575.0,514.0,632.0,639.0,Saturday
2026-03-22,Northern,656.0,599.0,721.0,643.2857142857143,Sunday
2026-03-23,Northern,683.0,621.0,745.0,642.7142857142857,Monday
2026-03-24,Northern,721.0,661.0,782.0,644.7142857142857,Tuesday
2026-03-25,Northern,674.0,619.0,738.0,646.8571428571429,Wednesday
2026-03-26,Northern,650.0,592.0,714.0,654.2857142857143,Thursday
2026-03-27,Northern,596.0,538.0,655.0,650.7142857142857,Friday
2026-03-28,Northern,613.0,552.0,669.0,656.1428571428571,Saturday
2026-03-29,Northern,640.0,585.0,700.0,653.8571428571429,Sunday
2026-03-30,Northern,673.0,609.0,729.0,652.4285714285714,Monday
2026-03-31,Northern,689.0,633.0,744.0,647.8571428571429,Tuesday
2026-04-01,Northern,638.0,578.0,696.0,642.7142857142857,Wednesday
2026-04-02,Northern,649.0,594.0,714.0,642.5714285714286,Thursday
2026-04-03,Northern,605.0,546.0,663.0,643.8571428571429,Friday
2026-04-04,Northern,632.0,568.0,688.0,646.5714285714286,Saturday
2026-04-05,Northern,649.0,589.0,709.0,647.8571428571429,Sunday
2026-04-06,Northern,653.0,590.0,716.0,645.0,Monday
2026-04-07,Northern,712.0,650.0,773.0,648.2857142857143,Tuesday
2026-04-08,Northern,664.0,603.0,727.0,652.0,Wednesday
2026-04-09,Northern,569.0,510.0,632.0,640.5714285714286,Thursday
2026-04-10,Northern,640.0,582.0,703.0,645.5714285714286,Friday
2026-04-11,Northern,665.0,608.0,726.0,650.2857142857143,Saturday
2026-04-12,Northern,698.0,642.0,760.0,657.2857142857143,Sunday
2026-04-13,Northern,691.0,630.0,752.0,662.7142857142857,Monday
2026-04-14,Northern,669.0,609.0,726.0,656.5714285714286,Tuesday
2026-04-15,Northern,749.0,685.0,809.0,668.7142857142857,Wednesday
2026-04-16,Northern,691.0,627.0,749.0,686.1428571428571,Thursday
2026-04-17,Northern,650.0,589.0,708.0,687.5714285714286,Friday
2026-04-18,Northern,735.0,673.0,798.0,697.5714285714286,Saturday
2026-04-19,Northern,722.0,666.0,779.0,701.0,Sunday
2026-04-20,Northern,742.0,677.0,798.0,708.2857142857143,Monday
2026-04-21,Northern,780.0,717.0,844.0,724.1428571428571,Tuesday
2026-04-22,Northern,758.0,696.0,820.0,725.4285714285714,Wednesday
2026-04-23,Northern,700.0,640.0,757.0,726.7142857142857,Thursday
2026-04-24,Northern,687.0,627.0,744.0,732.0,Friday
2026-04-25,Northern,726.0,663.0,790.0,730.7142857142857,Saturday
2026-04-26,Northern,737.0,673.0,798.0,732.8571428571429,Sunday
2026-04-27,Northern,805.0,745.0,862.0,741.8571428571429,Monday
2026-04-28,Northern,780.0,716.0,838.0,741.8571428571429,Tuesday
2026-04-29,Northern,723.0,667.0,784.0,736.8571428571429,Wednesday
2026-04-30,Northern,718.0,658.0,781.0,739.4285714285714,Thursday
2026-05-01,Northern,761.0,703.0,817.0,750.0,Friday
2026-05-02,Northern,682.0,620.0,743.0,743.7142857142857,Saturday
2026-05-03,Northern,738.0,679.0,795.0,743.8571428571429,Sunday
2026-05-04,Northern,776.0,716.0,833.0,739.7142857142857,Monday
2026-05-05,Northern,748.0,684.0,804.0,735.1428571428571,Tuesday
2026-05-06,Northern,725.0,666.0,784.0,735.4285714285714,Wednesday
2026-05-07,Northern,772.0,710.0,831.0,743.1428571428571,Thursday
2026-05-08,Northern,676.0,619.0,735.0,731.0,Friday
2026-05-09,Northern,698.0,641.0,762.0,733.2857142857143,Saturday
2026-05-10,Northern,748.0,685.0,807.0,734.7142857142857,Sunday
2026-05-11,Northern,745.0,689.0,806.0,730.2857142857143,Monday
2026-05-12,Northern,760.0,702.0,821.0,732.0,Tuesday
2026-05-13,Northern,737.0,675.0,793.0,733.7142857142857,Wednesday
2026-05-14,Northern,702.0,646.0,758.0,723.7142857142857,Thursday
2026-05-15,Northern,735.0,678.0,795.0,732.1428571428571,Friday
2026-05-16,Northern,683.0,626.0,739.0,730.0,Saturday
2026-05-17,Northern,675.0,618.0,740.0,719.5714285714286,Sunday
2026-05-18,Northern,805.0,743.0,864.0,728.1428571428571,Monday
2026-05-19,Northern,794.0,733.0,855.0,733.0,Tuesday
2026-05-20,Northern,718.0,656.0,779.0,730.2857142857143,Wednesday
2026-05-21,Northern,728.0,664.0,785.0,734.0,Thursday
2026-05-22,Northern,676.0,620.0,732.0,725.5714285714286,Friday
2026-05-23,Northern,742.0,686.0,799.0,734.0,Saturday
2026-05-24,Northern,772.0,716.0,836.0,747.8571428571429,Sunday
2026-05-25,Northern,794.0,732.0,853.0,746.2857142857143,Monday
2026-05-26,Northern,742.0,680.0,802.0,738.8571428571429,Tuesday
2026-05-27,Northern,751.0,687.0,811.0,743.5714285714286,Wednesday
2026-05-28,Northern,712.0,656.0,767.0,741.2857142857143,Thursday
2026-05-29,Northern,688.0,628.0,749.0,743.0,Friday
2026-05-30,Northern,706.0,644.0,762.0,737.8571428571429,Saturday
2026-05-31,Northern,787.0,728.0,845.0,740.0,Sunday
2026-06-01,Northern,796.0,734.0,856.0,740.2857142857143,Monday
2026-06-02,Northern,796.0,734.0,860.0,748.0,Tuesday
2026-06-03,Northern,747.0,686.0,811.0,747.4285714285714,Wednesday
2026-06-04,Northern,758.0,701.0,818.0,754.0,Thursday
2026-06-05,Northern,738.0,678.0,800.0,761.1428571428571,Friday
2026-06-06,Northern,721.0,660.0,782.0,763.2857142857143,Saturday
2026-06-07,Northern,728.0,672.0,790.0,754.8571428571429,Sunday
2026-06-08,Northern,785.0,722.0,847.0,753.2857142857143,Monday
2026-06-09,Northern,795.0,734.0,852.0,753.1428571428571,Tuesday
2026-06-10,Northern,752.0,696.0,812.0,753.8571428571429,Wednesday
2026-06-11,Northern,714.0,653.0,770.0,747.5714285714286,Thursday
2026-06-12,Northern,717.0,662.0,773.0,744.5714285714286,Friday
2026-06-13,Northern,712.0,656.0,770.0,743.2857142857143,Saturday
2026-06-14,Northern,747.0,688.0,811.0,746.0,Sunday
2026-06-15,Northern,750.0,692.0,809.0,741.0,Monday
2026-06-16,Northern,806.0,750.0,867.0,742.5714285714286,Tuesday
2026-06-17,Northern,797.0,741.0,859.0,749.0,Wednesday
2026-06-18,Northern,730.0,675.0,791.0,751.2857142857143,Thursday
2026-06-19,Northern,723.0,667.0,782.0,752.1428571428571,Friday
2026-06-20,Northern,732.0,677.0,795.0,755.0,Saturday
2026-06-21,Northern,796.0,731.0,853.0,762.0,Sunday
2026-06-22,Northern,777.0,717.0,835.0,765.8571428571429,Monday
2026-06-23,Northern,775.0,712.0,838.0,761.4285714285714,Tuesday
2026-06-24,Northern,777.0,719.0,842.0,758.5714285714286,Wednesday
2026-06-25,Northern,757.0,692.0,821.0,762.4285714285714,Thursday
2026-06-26,Northern,702.0,643.0,764.0,759.4285714285714,Friday
2026-06-27,Northern,709.0,645.0,769.0,756.1428571428571,Saturday
2026-06-28,Northern,778.0,719.0,840.0,753.5714285714286,Sunday
2026-06-29,Northern,788.0,727.0,845.0,755.1428571428571,Monday
2026-06-30,Northern,779.0,719.0,834.0,755.7142857142857,Tuesday
